age_bracket,education_level,income_bracket,gender,geographic_region,urban_rural,industry_sector,job_type,ai_familiarity_score,ai_use_frequency,has_used_ai_on_job,sentiment_toward_ai,perceived_benefit,perceived_risk,adoption_intent,expected_job_impact,concerns,use_cases
25-34,Bachelor's,<25k,male,West,urban,Healthcare,Individual Contributor,6,never,FALSE,-0.721988281,3.796253693265726,2.9445461860691826,3,positive,accuracy,augmentation|agents
55-64,Bachelor's,50-100k,male,Northeast,urban,Services,Individual Contributor,8,rarely,FALSE,1.1085649648366371,1.8810701545811859,5.471586210687513,1,positive,job_loss|ethics,customer_service
65+,Some college / Associate,50-100k,male,West,urban,Retail,Individual Contributor,4,never,FALSE,-1.526954482,2.7585643336439056,2.5787101123571112,3,neutral,job_loss|ethics,augmentation
25-34,Bachelor's,100-200k,male,West,urban,Retail,Individual Contributor,6,never,FALSE,0.571845248,2.963059134120602,3.776255395886563,2,neutral,regulation,content_generation
25-34,Bachelor's,200k+,male,West,rural,Technology,Individual Contributor,1,never,TRUE,-1.61973504,1,4.987483927823928,1,negative,job_loss,analytics
35-44,Bachelor's,<25k,female,South,urban,Technology,Executive,4,never,FALSE,-1.53219686,1.848004359826603,2.005486786717154,3,positive,ethics,augmentation
35-44,Bachelor's,25-50k,female,South,rural,Finance,Manager,5,never,FALSE,0.3928008212083012,1.388144916358285,3.632589875262032,4,neutral,transparency,customer_service
18-24,High School or less,50-100k,male,South,suburban,Manufacturing,Individual Contributor,3,never,FALSE,-2.597037579,1,6.806715072542033,2,positive,privacy|safety,analytics
25-34,Some college / Associate,50-100k,male,South,suburban,Services,Individual Contributor,4,never,FALSE,0.24673659845030566,2.523399989570892,5.481192387949969,3,positive,privacy|accuracy|ethics,analytics
65+,Bachelor's,<25k,female,West,urban,Government,Manager,5,rarely,FALSE,-0.876571809,3.2542985476734714,4.738865169,5,negative,accuracy|ethics,hiring
25-34,High School or less,<25k,male,South,suburban,Healthcare,Clerical/Support,1,never,FALSE,-1.564069235,1.3177511405625664,3.8617289397819548,1,positive,bias|safety,automation|agents
35-44,Bachelor's,50-100k,male,Northeast,suburban,Other,Clerical/Support,5,never,FALSE,-0.599073001,2.533136682350845,4.483287548123463,4,positive,transparency,analytics
55-64,High School or less,25-50k,male,West,suburban,Healthcare,Individual Contributor,5,rarely,FALSE,1.9422185995121957,2.7628470512260646,4.937830129551187,3,positive,privacy,hiring|analytics|content_generation
45-54,Some college / Associate,50-100k,female,West,urban,Retail,Individual Contributor,10,rarely,FALSE,3.1529173048204253,3.403807404,2.3287552090520647,6,negative,accuracy,automation
25-34,High School or less,25-50k,male,West,urban,Technology,Individual Contributor,5,never,FALSE,-2.080966173,3.6758464479759736,3.0012584972015897,2,negative,job_loss|transparency,content_generation
55-64,Some college / Associate,25-50k,male,Northeast,urban,Healthcare,Manager,0,never,FALSE,0.026961791747256658,3.1505727401277506,4.219560383009343,1,negative,privacy|bias|accuracy,automation
45-54,Some college / Associate,25-50k,male,Northeast,urban,Retail,Manager,7,never,FALSE,1.905400859459877,4.945861743010305,2.971436040792496,4,neutral,job_loss,automation|augmentation|analytics
55-64,Bachelor's,25-50k,male,Midwest,urban,Finance,Executive,6,daily,FALSE,-0.928578807,3.852361730602241,4.703127107425131,3,negative,job_loss,analytics|agents
35-44,High School or less,100-200k,female,South,urban,Other,Skilled Trade,7,never,FALSE,-2.424590884,2.6911769249260726,3.231231079,2,neutral,privacy,augmentation|analytics
65+,Some college / Associate,50-100k,male,Northeast,rural,Healthcare,Individual Contributor,8,rarely,FALSE,0.5999842384078004,1.7089939118330633,3.2691043535164948,4,positive,privacy,customer_service
45-54,Master's,100-200k,female,South,urban,Finance,Individual Contributor,5,never,TRUE,-0.565748006,3.216247988076181,3.0126608540926263,2,neutral,transparency,augmentation
45-54,High School or less,<25k,female,South,rural,Finance,Executive,10,never,TRUE,0.29331333303748597,4.309138835835406,4.5631696734872165,2,positive,accuracy,analytics
18-24,Bachelor's,<25k,female,West,urban,Manufacturing,Skilled Trade,6,never,FALSE,-0.227092088,2.626488797622281,4.44919782,3,negative,regulation,customer_service
25-34,Some college / Associate,100-200k,female,West,urban,Other,Manager,8,weekly,FALSE,0.7225439846174095,4.956746143318342,5.285033407602471,3,positive,bias|safety|regulation,hiring
25-34,High School or less,50-100k,female,South,urban,Retail,Manager,5,never,FALSE,0.8048847418253675,4.873371916297827,5.4922251511390945,4,neutral,transparency,automation
18-24,Bachelor's,50-100k,male,Midwest,urban,Other,Individual Contributor,6,never,FALSE,0.006697786,1.5793592823996336,3.7016428330241116,5,neutral,bias,augmentation
65+,High School or less,<25k,male,Midwest,suburban,Services,Clerical/Support,4,never,FALSE,1.683377001705823,3.8076714882726526,2.9806173524600497,3,positive,regulation,automation|analytics
25-34,Some college / Associate,25-50k,female,South,suburban,Other,Manager,9,never,FALSE,3.927612779608156,3.4961750183664897,3.4058050658314314,5,neutral,privacy,augmentation
45-54,Some college / Associate,25-50k,female,Northeast,urban,Healthcare,Individual Contributor,8,never,FALSE,1.9744142539697669,2.2500035145494635,3.393063839198351,5,negative,safety,analytics
45-54,High School or less,100-200k,male,Midwest,urban,Technology,Individual Contributor,4,never,TRUE,0.48982734784572957,2.5072952101005472,3.135839756822377,3,positive,privacy,analytics
25-34,High School or less,100-200k,male,West,urban,Manufacturing,Clerical/Support,6,never,FALSE,0.9637931135454644,2.109217848,3.858351153089045,4,positive,regulation,augmentation
18-24,Bachelor's,50-100k,male,South,suburban,Technology,Skilled Trade,7,never,FALSE,0.5619529344405172,2.060245628,2.8551937475383196,4,neutral,bias,automation
18-24,Some college / Associate,100-200k,female,West,rural,Retail,Individual Contributor,7,never,FALSE,1.782562475917831,4.793941395679633,2.336140161,3,neutral,accuracy,automation
18-24,Master's,50-100k,male,South,urban,Technology,Manager,3,never,TRUE,1.361606247,4.306773270775439,4.213239379098824,1,positive,accuracy,augmentation|analytics
18-24,Doctorate/Prof,200k+,male,South,urban,Other,Individual Contributor,8,never,FALSE,2.8924455248972816,4.353362292850187,2.948696415621983,4,neutral,privacy,analytics
25-34,Some college / Associate,100-200k,male,Midwest,urban,Other,Individual Contributor,8,rarely,TRUE,-0.247784339,1.9623612866358542,5.567404784179985,3,neutral,accuracy,augmentation|hiring
35-44,High School or less,50-100k,nonbinary,Northeast,urban,Finance,Individual Contributor,6,daily,FALSE,1.099008186868697,3.5443174867883913,3.577309713283567,5,positive,regulation,automation
25-34,Some college / Associate,100-200k,male,Midwest,suburban,Retail,Manager,5,rarely,FALSE,-0.039840879,1.5078761070990983,4.641750863226832,4,positive,job_loss,analytics
25-34,Bachelor's,25-50k,male,West,urban,Finance,Individual Contributor,5,rarely,FALSE,2.0468261450776106,3.5512416788414263,4.201237861247195,3,neutral,job_loss|safety,hiring|content_generation
25-34,Some college / Associate,<25k,male,South,suburban,Retail,Individual Contributor,8,never,FALSE,1.8427148,4.378062740504878,3.9213074005619237,4,neutral,privacy|safety|transparency,customer_service
35-44,High School or less,25-50k,male,West,urban,Education,Individual Contributor,6,rarely,FALSE,1.098216983666449,4.160249174067705,4.067767794017946,5,positive,ethics|regulation,hiring
18-24,Bachelor's,100-200k,male,South,urban,Finance,Individual Contributor,7,rarely,TRUE,0.3747240544123155,3.775988041289442,3.1109770189378305,3,positive,privacy|accuracy|transparency,hiring
35-44,Some college / Associate,<25k,male,South,rural,Other,Individual Contributor,7,never,FALSE,-0.067624479,2.0458316552186355,5.955808530693648,3,neutral,ethics,automation
18-24,Master's,<25k,female,Midwest,suburban,Finance,Individual Contributor,6,rarely,TRUE,-1.703012488,4.449366471771505,3.8414333223542814,2,positive,job_loss|privacy,analytics
35-44,Master's,100-200k,male,West,rural,Finance,Clerical/Support,4,never,FALSE,0.8606579570644217,2.2081486733138505,4.373660809943523,2,neutral,bias,augmentation
25-34,Bachelor's,50-100k,female,South,suburban,Retail,Manager,10,daily,FALSE,2.4671278517562176,4.578093918037643,2.560144685888305,3,negative,accuracy|transparency,analytics|agents
18-24,Some college / Associate,50-100k,female,Northeast,urban,Other,Executive,7,never,FALSE,-2.065850298,3.2702402284856413,2.270767437463359,4,negative,accuracy,content_generation
55-64,Bachelor's,100-200k,female,Midwest,suburban,Retail,Individual Contributor,6,rarely,FALSE,2.866526796358134,2.602194617085635,3.6679839836734076,2,positive,regulation,augmentation|customer_service|analytics
45-54,Bachelor's,<25k,male,Midwest,urban,Services,Individual Contributor,9,never,FALSE,0.7761118652827135,5.225906478729595,2.7092651250030184,3,positive,safety,hiring|content_generation
25-34,High School or less,50-100k,male,South,rural,Healthcare,Manager,6,never,TRUE,-0.80295976,4.416892540577248,4.501380599955516,3,negative,job_loss,analytics
25-34,High School or less,50-100k,male,West,rural,Services,Clerical/Support,8,rarely,FALSE,-0.45794355,4.340225721626332,4.356434597259276,4,positive,job_loss|accuracy,analytics|agents
35-44,Some college / Associate,50-100k,male,South,suburban,Services,Individual Contributor,6,never,FALSE,-2.24452088,4.2951053530051535,3.318334075915343,2,positive,safety,augmentation|content_generation
45-54,Bachelor's,<25k,female,West,urban,Technology,Individual Contributor,5,rarely,TRUE,-1.253375703,3.543041016117912,2.8799150078333913,3,neutral,privacy,analytics
55-64,High School or less,25-50k,male,South,urban,Other,Skilled Trade,4,never,FALSE,0.5556070387071386,4.107081016239855,4.419731761,4,negative,bias,customer_service|agents
65+,Bachelor's,<25k,female,West,urban,Finance,Individual Contributor,5,daily,FALSE,-0.300729772,2.3889917567287107,3.552806252576119,4,positive,transparency,agents
65+,High School or less,50-100k,female,South,suburban,Government,Manager,10,never,FALSE,2.690399182764213,4.874372647,5.603329464769864,5,negative,job_loss|transparency,augmentation|agents
25-34,High School or less,25-50k,male,West,rural,Services,Clerical/Support,7,never,FALSE,0.15719982271897714,2.8426383795810093,5.0622706047731585,6,neutral,ethics,hiring|analytics
35-44,Bachelor's,100-200k,female,South,suburban,Education,Individual Contributor,7,never,FALSE,-3.125793296,2.946857568893874,5.338506833162449,3,negative,safety,analytics
45-54,Some college / Associate,50-100k,female,West,urban,Technology,Manager,9,rarely,FALSE,2.4699743452158165,2.9468364191760132,3.897603851485804,4,neutral,bias,automation|augmentation|agents
45-54,High School or less,100-200k,male,Northeast,urban,Finance,Manager,6,never,FALSE,0.11603248438329983,4.272024477011064,5.528596853456966,4,positive,regulation,analytics
25-34,High School or less,50-100k,female,West,rural,Healthcare,Skilled Trade,2,rarely,FALSE,-2.017219126,1.2519895880211382,3.426790816073042,4,positive,bias,customer_service|analytics
18-24,Doctorate/Prof,200k+,female,Midwest,urban,Services,Individual Contributor,8,never,FALSE,2.0756984322442826,3.0855979912832803,3.404096761,4,negative,bias,customer_service
65+,Master's,50-100k,female,Northeast,urban,Healthcare,Individual Contributor,3,rarely,FALSE,0.6012384972420968,2.1620587634075727,5.532284897174654,1,positive,regulation,analytics
25-34,Some college / Associate,50-100k,female,South,urban,Government,Individual Contributor,7,rarely,FALSE,-0.302177568,1,4.404136077704183,4,neutral,privacy|accuracy,hiring
45-54,Bachelor's,25-50k,male,South,urban,Other,Individual Contributor,5,rarely,FALSE,2.327987518,4.331503172,5.438399174765823,2,positive,job_loss,automation|customer_service
45-54,Bachelor's,100-200k,nonbinary,Midwest,urban,Other,Individual Contributor,6,rarely,FALSE,-1.535878107,2.989287875978705,3.54761984,2,positive,transparency,content_generation
45-54,Bachelor's,25-50k,female,South,urban,Services,Individual Contributor,7,never,FALSE,1.1550094647520555,3.083657007631849,3.8526495116973902,6,neutral,bias,analytics
25-34,High School or less,25-50k,male,South,suburban,Technology,Manager,2,never,FALSE,0.9672359938359609,2.277835884145128,3.4611357855734304,1,neutral,privacy,hiring
55-64,Some college / Associate,25-50k,female,West,urban,Services,Individual Contributor,7,daily,FALSE,1.122617226120054,3.9275244380375747,4.818187447701948,4,neutral,job_loss,augmentation
25-34,High School or less,50-100k,female,Midwest,urban,Manufacturing,Manager,3,rarely,FALSE,-0.698208468,3.0124678885659155,4.051264709995298,2,positive,job_loss|safety,automation|hiring|content_generation
35-44,Bachelor's,25-50k,male,South,urban,Manufacturing,Clerical/Support,4,never,TRUE,1.0328012762803094,2.7143404134723434,4.713439652058881,2,positive,safety,analytics
18-24,High School or less,50-100k,male,South,urban,Retail,Individual Contributor,5,never,FALSE,1.5319422014095398,1.6990691198859549,5.433741211771132,1,positive,accuracy,automation|customer_service|content_generation
25-34,Master's,<25k,male,Northeast,suburban,Healthcare,Individual Contributor,9,never,TRUE,0.9938204122961495,1.0495786469517374,1.6326637469083687,4,positive,transparency|regulation,automation|augmentation
25-34,Bachelor's,200k+,female,West,urban,Manufacturing,Individual Contributor,6,rarely,TRUE,-0.255970189,2.2546561079893257,1.7545599899914128,4,positive,regulation,agents
45-54,High School or less,50-100k,female,West,suburban,Technology,Manager,0,rarely,TRUE,-1.40919919,1.5638112424285073,4.546614330160236,1,positive,accuracy|transparency,content_generation
65+,Some college / Associate,<25k,female,West,suburban,Other,Executive,5,weekly,FALSE,-0.289479363,2.7459187980571307,4.222095121,3,negative,transparency|regulation,augmentation|customer_service|content_generation
35-44,Bachelor's,50-100k,male,Northeast,urban,Finance,Skilled Trade,6,never,FALSE,0.9868962137500619,3.445734205789881,4.412928466566433,3,negative,privacy|bias,analytics
35-44,Master's,50-100k,male,Northeast,urban,Healthcare,Manager,6,rarely,TRUE,1.7485571347054543,2.498825714375894,3.3652845090705155,4,negative,transparency,agents|content_generation
45-54,Some college / Associate,25-50k,female,Northeast,suburban,Manufacturing,Manager,6,never,FALSE,1.5250336243367337,2.9775138011374187,4.951499956642964,4,positive,job_loss,customer_service
25-34,High School or less,50-100k,female,West,urban,Technology,Individual Contributor,6,daily,FALSE,0.5074481579226564,2.8463972486912454,5.74620463,4,neutral,job_loss,augmentation
35-44,High School or less,50-100k,female,South,urban,Technology,Individual Contributor,5,never,TRUE,-0.055001631,2.653058980666125,2.394083907702367,3,positive,job_loss|safety,agents
65+,Some college / Associate,100-200k,male,South,urban,Technology,Clerical/Support,5,rarely,TRUE,1.155997044729009,3.8139536245756305,3.0044492725163887,4,positive,privacy,augmentation
65+,Some college / Associate,<25k,female,Northeast,suburban,Services,Individual Contributor,7,daily,FALSE,1.797454337582698,4.108276165545702,3.4665803981911965,5,positive,privacy|safety|transparency,analytics
25-34,High School or less,100-200k,female,Northeast,urban,Finance,Manager,5,rarely,TRUE,-0.569783989,1.1692038642729228,6.251098305135672,3,neutral,safety,automation
65+,High School or less,<25k,male,South,rural,Other,Clerical/Support,3,rarely,FALSE,-1.125387044,1.7562919713200449,3.5643282120513673,1,neutral,job_loss,augmentation|customer_service
65+,Master's,100-200k,male,Midwest,urban,Other,Individual Contributor,8,never,FALSE,-1.729303277,5.244898824136575,2.4635976154685206,5,positive,ethics,analytics
25-34,Master's,<25k,female,Midwest,urban,Services,Clerical/Support,5,rarely,FALSE,0.5885485775459884,2.061950468535646,2.8599486110741195,5,positive,job_loss,automation|analytics
55-64,Master's,<25k,male,Northeast,urban,Healthcare,Individual Contributor,7,never,FALSE,-0.907203896,3.2279211062642066,5.550862449897584,4,negative,privacy,automation
25-34,High School or less,50-100k,female,Midwest,urban,Retail,Individual Contributor,7,monthly,FALSE,2.006670667656981,3.6634831859348314,5.831076657287066,4,negative,bias,content_generation
55-64,Some college / Associate,25-50k,female,Northeast,suburban,Healthcare,Manager,4,rarely,FALSE,1.4732854878051997,1.6569680100466582,2.8979492135510134,5,positive,bias,agents
25-34,Master's,50-100k,male,South,rural,Other,Clerical/Support,7,never,FALSE,-1.22401447,3.0328604535300747,5.727117589607419,4,neutral,transparency,augmentation
18-24,Bachelor's,50-100k,female,Northeast,urban,Technology,Manager,9,never,FALSE,2.3580188721193887,3.6418533984376733,3.3058128137151166,4,neutral,transparency,automation
25-34,High School or less,25-50k,female,West,rural,Finance,Executive,4,rarely,FALSE,-1.738124881,4.644150633504932,2.394023261571797,3,negative,privacy|bias,analytics
25-34,Bachelor's,200k+,female,South,urban,Education,Individual Contributor,3,rarely,FALSE,0.084115805,3.4561513232330716,3.056330981363564,4,positive,privacy,analytics
25-34,Some college / Associate,50-100k,female,South,urban,Other,Individual Contributor,4,never,FALSE,-0.640309445,3.1013441123475487,4.126196672310135,4,negative,privacy,customer_service|analytics
45-54,Bachelor's,25-50k,male,West,urban,Education,Individual Contributor,6,monthly,FALSE,1.5688574283732126,4.143808574553356,4.818282939,4,negative,privacy|accuracy|transparency,content_generation
18-24,Bachelor's,25-50k,male,South,urban,Government,Individual Contributor,6,never,TRUE,2.2130969307390487,2.407709821571958,5.408405675577215,3,neutral,privacy,analytics
55-64,Some college / Associate,25-50k,female,South,urban,Retail,Individual Contributor,6,never,FALSE,1.601552287184942,2.2247840208480656,3.559374793650534,2,neutral,privacy,agents
35-44,High School or less,<25k,male,Midwest,rural,Services,Clerical/Support,5,daily,FALSE,0.414023263,3.5729679562147214,2.884467714,3,positive,privacy|accuracy,analytics
25-34,Some college / Associate,25-50k,female,Northeast,rural,Other,Manager,5,monthly,FALSE,-0.59538165,2.952799126993806,3.3723505048802176,5,positive,safety,agents
65+,Bachelor's,50-100k,male,Northeast,rural,Healthcare,Individual Contributor,5,monthly,FALSE,0.8702862559199949,3.1095143834827517,3.9438667127391676,2,positive,ethics,augmentation|analytics
55-64,High School or less,<25k,male,Midwest,urban,Technology,Manager,7,never,FALSE,0.6694173682829117,3.217963540565595,3.802466760056668,3,negative,job_loss,analytics
18-24,Bachelor's,200k+,female,South,urban,Education,Manager,1,never,FALSE,0.41268686484788075,2.6192482262558148,3.7835263830616923,3,positive,accuracy,augmentation
25-34,High School or less,50-100k,female,South,urban,Services,Manager,8,rarely,FALSE,2.860411171455458,1.0868217111276581,1.644487008476729,5,positive,privacy|ethics,customer_service
25-34,Some college / Associate,100-200k,female,West,suburban,Technology,Individual Contributor,8,never,TRUE,1.9354833805703922,4.244799181741582,2.8122420839702333,4,neutral,safety,automation|content_generation
35-44,Bachelor's,25-50k,female,South,urban,Education,Individual Contributor,6,never,FALSE,2.4377851696278734,1.5937671815700898,3.9302832619243953,4,neutral,privacy,hiring
45-54,Some college / Associate,100-200k,male,South,urban,Manufacturing,Individual Contributor,6,rarely,FALSE,2.1188211862616853,3.408898216217945,3.673557933553402,3,positive,transparency,customer_service|analytics
45-54,High School or less,50-100k,male,West,urban,Retail,Individual Contributor,7,daily,FALSE,0.46707104324745297,3.2922646231803885,4.421914216997436,5,positive,accuracy,automation|analytics
25-34,Master's,25-50k,female,South,urban,Services,Manager,4,monthly,TRUE,0.057668281636987895,4.740088129890152,4.432522580038226,2,positive,job_loss|transparency,automation
25-34,High School or less,200k+,female,South,rural,Retail,Manager,7,never,FALSE,-1.558152686,4.571883944678783,2.681058089423642,4,neutral,accuracy,analytics
35-44,Bachelor's,100-200k,male,West,suburban,Finance,Executive,2,never,FALSE,0.8145276850150358,1.110378163435014,3.5894844551819327,4,positive,accuracy,customer_service
45-54,Bachelor's,50-100k,male,Midwest,urban,Technology,Manager,5,rarely,TRUE,-0.02948568,1.9193918542822663,4.684105772987703,3,neutral,transparency,customer_service
25-34,High School or less,50-100k,female,Northeast,urban,Finance,Skilled Trade,3,rarely,FALSE,0.1017558437369559,3.6077454721888085,5.5972769559231645,2,positive,accuracy,agents|content_generation
25-34,Some college / Associate,50-100k,male,Northeast,urban,Healthcare,Individual Contributor,6,never,TRUE,0.9826180666408799,1,4.5847738440645465,6,positive,transparency,automation
18-24,Master's,100-200k,female,South,rural,Education,Individual Contributor,3,never,FALSE,-1.136979988,3.1723940460073634,5.899662541231433,1,positive,ethics,analytics
18-24,Bachelor's,<25k,nonbinary,Northeast,urban,Retail,Individual Contributor,3,never,FALSE,-1.619764518,1.7307760803634484,4.622209711142371,3,neutral,privacy,automation
18-24,High School or less,50-100k,male,South,urban,Finance,Individual Contributor,8,never,FALSE,2.0734980923640007,6.291641407108912,3.9687285591743366,4,negative,privacy|safety,customer_service
65+,Bachelor's,<25k,male,South,rural,Education,Manager,4,daily,FALSE,2.0785536349546527,4.0789922229336595,2.5203311028954554,2,neutral,transparency,customer_service
55-64,Bachelor's,<25k,female,South,urban,Other,Individual Contributor,8,rarely,FALSE,1.7030591591049928,5.354475742618086,2.771398730609059,4,positive,regulation,analytics
35-44,Some college / Associate,100-200k,female,South,urban,Education,Manager,3,never,TRUE,1.1641261241313265,2.708455405930491,5.011893431798879,3,positive,job_loss,automation
35-44,High School or less,<25k,female,South,urban,Government,Individual Contributor,8,never,FALSE,2.526324303541669,3.7892734823847514,4.421755048502761,4,positive,privacy,augmentation
45-54,Some college / Associate,<25k,male,West,urban,Services,Individual Contributor,10,daily,FALSE,1.5566846685996323,5.666011774210148,4.478785669466654,3,positive,bias,content_generation
65+,Some college / Associate,<25k,male,Northeast,urban,Services,Individual Contributor,1,never,FALSE,0.12299067116939666,2.2832630118045683,5.420318726151538,3,negative,bias,hiring
45-54,Some college / Associate,<25k,male,South,rural,Healthcare,Manager,8,daily,FALSE,3.620578445445437,3.0077424653751716,4.787108821376054,5,positive,ethics,hiring
18-24,Master's,50-100k,female,West,suburban,Other,Executive,3,never,FALSE,-1.923312897,2.338616373489698,5.9506772038949025,2,negative,accuracy,analytics
45-54,Master's,50-100k,male,South,urban,Healthcare,Manager,8,never,FALSE,2.7309025193324308,3.4939780149048834,1.6056323324341424,4,negative,job_loss,customer_service|augmentation|analytics
35-44,High School or less,50-100k,female,West,suburban,Finance,Individual Contributor,6,never,FALSE,1.6797518076044575,2.3081921341353673,3.083507076787567,2,positive,privacy|ethics,analytics
65+,Master's,50-100k,female,South,suburban,Healthcare,Executive,9,never,FALSE,-0.714966986,2.5552270726629445,1.7309404547708482,5,neutral,bias,augmentation
45-54,High School or less,<25k,female,Northeast,urban,Finance,Individual Contributor,5,never,FALSE,-0.658321392,3.3094845441116485,2.9692446683085687,4,positive,privacy,automation
25-34,Bachelor's,100-200k,female,Midwest,urban,Other,Individual Contributor,5,never,TRUE,1.273653914660303,4.261436349658621,4.423468602069189,4,neutral,job_loss,customer_service
45-54,Some college / Associate,50-100k,male,South,urban,Healthcare,Individual Contributor,8,rarely,FALSE,-1.263968164,2.3995495921555046,2.783528446978268,4,positive,job_loss,automation
18-24,Master's,25-50k,female,South,urban,Services,Manager,8,rarely,FALSE,1.7535903797065702,2.254327515025979,1.9161157461616345,4,positive,ethics,automation
18-24,Bachelor's,<25k,male,Midwest,suburban,Technology,Manager,4,never,TRUE,3.248630365764065,3.367919189443885,4.3577147115456265,3,positive,safety,augmentation|analytics
45-54,Master's,25-50k,female,West,rural,Technology,Individual Contributor,6,rarely,TRUE,-0.78105341,2.6498373720834056,3.4153905565110674,2,neutral,accuracy,customer_service
45-54,High School or less,25-50k,male,West,urban,Other,Individual Contributor,7,never,FALSE,0.9174781640898735,2.343076784378133,3.7322951835183247,2,negative,privacy|accuracy|transparency,augmentation
25-34,High School or less,<25k,female,Midwest,urban,Services,Manager,5,never,FALSE,-0.698022,2.2745836264367183,4.748583708,5,neutral,privacy,analytics
18-24,Some college / Associate,25-50k,male,West,urban,Finance,Individual Contributor,5,weekly,FALSE,-1.287412278,4.839318105135918,5.571756671006523,4,neutral,privacy|regulation,customer_service
25-34,Some college / Associate,100-200k,male,South,urban,Services,Clerical/Support,7,never,FALSE,0.099096015,3.6343762057724733,2.487766824535254,4,positive,safety,augmentation
55-64,High School or less,50-100k,male,Midwest,suburban,Technology,Individual Contributor,5,never,FALSE,-0.684931542,3.1538712266993207,3.648417170489073,2,positive,ethics,automation
45-54,High School or less,25-50k,male,South,urban,Other,Individual Contributor,3,rarely,FALSE,-0.457574088,3.1805185162161287,3.8922506984693674,3,positive,bias,content_generation
18-24,High School or less,100-200k,female,Northeast,urban,Healthcare,Individual Contributor,3,weekly,FALSE,-0.172806174,1.5161660781580835,4.041863818331771,1,positive,transparency,augmentation
55-64,Some college / Associate,200k+,female,West,rural,Other,Individual Contributor,6,never,FALSE,0.1416629655452868,4.503154913409279,1.7698554399337927,4,positive,privacy,augmentation
55-64,Some college / Associate,200k+,female,Northeast,urban,Finance,Manager,7,rarely,FALSE,1.708077237394973,2.838963074481796,2.6162544112052615,4,positive,regulation,automation
25-34,High School or less,50-100k,male,Midwest,suburban,Government,Individual Contributor,0,rarely,FALSE,-2.852848025,2.7740035902566733,2.9294336588182883,2,positive,transparency,automation
45-54,High School or less,200k+,male,South,urban,Technology,Individual Contributor,3,rarely,FALSE,-1.248271931,1,5.082925348388647,1,negative,accuracy,content_generation
35-44,Bachelor's,25-50k,male,South,suburban,Other,Manager,6,weekly,FALSE,1.0375796415757832,2.281146504,3.1392017977159066,4,negative,ethics,augmentation
35-44,Bachelor's,<25k,male,Northeast,suburban,Manufacturing,Individual Contributor,4,rarely,FALSE,0.28478030901203044,3.964714716429328,2.7135192865235602,2,negative,transparency,analytics
55-64,Doctorate/Prof,50-100k,female,West,rural,Technology,Manager,6,never,FALSE,-1.681369311,6.400463881194158,5.357848071748315,3,negative,transparency,analytics
18-24,Bachelor's,50-100k,female,West,urban,Services,Individual Contributor,0,rarely,FALSE,-3.77991086,1.2728153415580368,5.713411549787432,1,negative,bias,customer_service
35-44,Bachelor's,200k+,female,Midwest,urban,Education,Individual Contributor,7,never,FALSE,1.3470601549405214,3.230246970937419,4.706995921946682,3,positive,bias,augmentation
35-44,High School or less,<25k,female,South,rural,Services,Manager,2,rarely,FALSE,1.407158834600911,1.528856867898884,4.221308921482232,2,neutral,ethics,analytics
55-64,Doctorate/Prof,50-100k,female,Northeast,urban,Services,Individual Contributor,6,rarely,FALSE,1.1401782724407898,3.777131971312355,5.353399848195413,4,neutral,job_loss|privacy,augmentation
25-34,Bachelor's,200k+,male,South,urban,Education,Individual Contributor,7,never,FALSE,2.7893719765464535,1,2.9687583402379087,6,negative,transparency,automation|agents
35-44,Bachelor's,25-50k,male,Midwest,rural,Finance,Skilled Trade,8,never,FALSE,1.6557313974630312,3.5086890410766474,3.518802693,5,positive,accuracy,customer_service
45-54,Master's,200k+,male,Northeast,suburban,Other,Skilled Trade,3,never,FALSE,0.968846754,2.452451130267545,4.994916827388346,1,neutral,privacy,customer_service|analytics
25-34,High School or less,50-100k,female,South,urban,Other,Executive,7,never,FALSE,2.4655680714116164,2.9389990966597574,1.7405325017314976,5,positive,safety,customer_service
45-54,Master's,50-100k,male,West,urban,Other,Manager,6,never,FALSE,-0.819190403,2.9541676083974613,4.90230889,3,neutral,accuracy|transparency|ethics,analytics
35-44,Some college / Associate,25-50k,female,Midwest,urban,Manufacturing,Manager,8,rarely,TRUE,2.322422920890623,6.066602800975536,2.5765011234975237,2,negative,privacy,hiring
55-64,Some college / Associate,25-50k,male,Northeast,urban,Other,Manager,8,never,FALSE,1.9587059088393506,3.3227947931545505,4.155288569,4,negative,accuracy,augmentation
35-44,Bachelor's,50-100k,female,Northeast,urban,Other,Clerical/Support,5,never,FALSE,1.694562007776317,2.586228316887839,3.2061514219719887,3,negative,accuracy,analytics
25-34,High School or less,50-100k,female,West,rural,Other,Individual Contributor,6,never,FALSE,2.753117786551004,3.233725003226297,3.387077772,2,negative,bias|transparency,agents
25-34,High School or less,100-200k,male,West,urban,Technology,Individual Contributor,6,monthly,TRUE,0.2955021959404115,3.038092847218009,1.9304464161724515,1,neutral,regulation,analytics
45-54,Master's,50-100k,male,Northeast,urban,Other,Individual Contributor,7,never,FALSE,0.3095252356341651,3.306104926725023,3.423375084555343,4,positive,bias,augmentation
45-54,High School or less,<25k,male,Midwest,rural,Retail,Individual Contributor,3,weekly,FALSE,0.035841171736960664,3.4600564763397412,2.999393464918469,1,positive,transparency|regulation,analytics
55-64,High School or less,50-100k,female,Midwest,urban,Finance,Clerical/Support,3,never,FALSE,0.8378865396923514,2.109994614082066,6.188168662167671,2,positive,privacy|bias,analytics|content_generation
